SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200819,20080701,3,13,3,1.53,PRD0900939,CL00151,DEP00052,G00015,D00003,CUST0000307323,MM,OA,994111700368114,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200819,20080706,1,14,1,0.57,PRD0901415,CL00076,DEP00022,G00007,D00002,CUST0000744374,LA,,994111700651785,S,MM,Small Shop,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,0.67,PRD0901509,CL00152,DEP00052,G00015,D00003,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080704,6,14,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,CUST0000707553,LA,,994111700627918,L,MM,Top Up,Mixed,STORE00001,LS,E02
200819,20080705,7,15,1,2.19,PRD0902152,CL00100,DEP00033,G00009,D00002,CUST0000410727,UM,OT,994111700435463,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200819,20080704,6,14,1,2.88,PRD0902703,CL00050,DEP00013,G00005,D00002,CUST0000707553,LA,,994111700627918,L,MM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,0.7,PRD0902927,CL00077,DEP00022,G00007,D00002,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080704,6,14,1,1.11,PRD0903280,CL00111,DEP00039,G00010,D00003,CUST0000707553,LA,,994111700627918,L,MM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,4.41,PRD0903313,CL00201,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,1.38,PRD0903505,CL00140,DEP00049,G00014,D00003,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080704,6,14,3,3.78,PRD0904256,CL00129,DEP00046,G00013,D00003,CUST0000707553,LA,,994111700627918,L,MM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,1.6,PRD0904567,CL00025,DEP00008,G00004,D00002,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,0.96,PRD0904594,CL00116,DEP00042,G00011,D00003,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,0.47,PRD0904606,CL00154,DEP00052,G00015,D00003,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,3.01,PRD0904709,CL00198,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
200819,20080706,1,14,1,0.68,PRD0904749,CL00159,DEP00054,G00016,D00003,CUST0000744374,LA,,994111700651785,S,MM,Small Shop,Mixed,STORE00001,LS,E02
200819,20080704,6,14,1,0.91,PRD0904915,CL00013,DEP00004,G00003,D00001,CUST0000707553,LA,,994111700627918,L,MM,Top Up,Mixed,STORE00001,LS,E02
200819,20080703,5,18,1,1.49,PRD0902745,CL00100,DEP00033,G00009,D00002,CUST0000410727,UM,OT,994111700435462,L,UM,Top Up,Mixed,STORE00001,LS,E02
