SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200749,20080128,2,20,1,0.61,PRD0900218,CL00157,DEP00053,G00016,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,3,3.72,PRD0900251,CL00061,DEP00018,G00006,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.94,PRD0900265,CL00163,DEP00055,G00016,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,1.1,PRD0900715,CL00098,DEP00031,G00008,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,1.16,PRD0900826,CL00076,DEP00022,G00007,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,1.31,PRD0900838,CL00129,DEP00046,G00013,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,1.28,PRD0901014,CL00020,DEP00005,G00003,D00001,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.78,PRD0901101,CL00207,DEP00069,G00022,D00005,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,2.84,PRD0901194,CL00096,DEP00030,G00008,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080130,4,15,1,1.07,PRD0901220,CL00160,DEP00054,G00016,D00003,,,,994109500116580,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.99,PRD0901316,CL00044,DEP00011,G00004,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080130,4,15,1,0.78,PRD0901552,CL00079,DEP00022,G00007,D00002,,,,994109500116580,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,1.51,PRD0901707,CL00140,DEP00049,G00014,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.88,PRD0901850,CL00162,DEP00055,G00016,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.75,PRD0902183,CL00202,DEP00067,G00021,D00005,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.92,PRD0902329,CL00076,DEP00022,G00007,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,20,1,0.83,PRD0902518,CL00069,DEP00020,G00007,D00002,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,21,1,0.83,PRD0902518,CL00069,DEP00020,G00007,D00002,CUST0000634693,LA,YF,994109500564548,M,MM,Top Up,Mixed,STORE00001,LS,E02
200749,20080128,2,20,1,1.12,PRD0903050,CL00155,DEP00053,G00016,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200749,20080128,2,21,1,1.07,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000634693,LA,YF,994109500564548,M,MM,Top Up,Mixed,STORE00001,LS,E02
200749,20080128,2,21,1,3.74,PRD0903244,CL00197,DEP00067,G00021,D00005,CUST0000634693,LA,YF,994109500564548,M,MM,Top Up,Mixed,STORE00001,LS,E02
200749,20080128,2,21,1,1.08,PRD0903438,CL00159,DEP00054,G00016,D00003,CUST0000634693,LA,YF,994109500564548,M,MM,Top Up,Mixed,STORE00001,LS,E02
200749,20080128,2,21,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000634693,LA,YF,994109500564548,M,MM,Top Up,Mixed,STORE00001,LS,E02
200749,20080128,2,20,3,5.61,PRD0903677,CL00151,DEP00052,G00015,D00003,CUST0000549120,LA,YF,994109500509885,L,MM,Full Shop,Fresh,STORE00001,LS,E02
