SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200813,20080520,3,14,1,2.1,PRD0900039,CL00022,DEP00007,G00003,D00001,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,4.85,PRD0900114,CL00237,DEP00084,G00028,D00008,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080523,6,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000425522,UM,YA,994111100444045,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200813,20080521,4,18,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,CUST0000770451,MM,OT,994111100668552,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200813,20080520,3,14,1,0.96,PRD0900173,CL00045,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,1.24,PRD0900285,CL00215,DEP00071,G00022,D00005,CUST0000744374,LA,,994111100651555,M,MM,Top Up,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,1.28,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,0.31,PRD0900371,CL00190,DEP00063,G00018,D00004,CUST0000744374,LA,,994111100651555,M,MM,Top Up,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,0.96,PRD0900384,CL00111,DEP00039,G00010,D00003,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,0.93,PRD0900392,CL00045,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080522,5,16,8,8.72,PRD0900654,CL00221,DEP00075,G00023,D00005,,,,994111100068599,M,MM,Small Shop,Nonfood,STORE00001,LS,E02
200813,20080520,3,14,3,0.84,PRD0900684,CL00043,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080521,4,18,1,1.9,PRD0900776,CL00076,DEP00022,G00007,D00002,CUST0000770451,MM,OT,994111100668552,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200813,20080520,3,14,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200813,20080520,3,14,1,1.43,PRD0900954,CL00013,DEP00004,G00003,D00001,CUST0000410727,UM,OT,994111100434636,L,MM,Full Shop,Mixed,STORE00001,LS,E02
