SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200817,20080621,7,16,1,1.87,PRD0900027,CL00074,DEP00021,G00007,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,3,14.55,PRD0900114,CL00237,DEP00084,G00028,D00008,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,0.97,PRD0900239,CL00023,DEP00008,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,1.07,PRD0900310,CL00159,DEP00054,G00016,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080616,2,12,1,1.81,PRD0900329,CL00083,DEP00023,G00007,D00002,CUST0000307323,MM,OA,994111500367293,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,0.7,PRD0900415,CL00040,DEP00010,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,3,6.66,PRD0900485,CL00067,DEP00019,G00007,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.75,PRD0900500,CL00130,DEP00047,G00013,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.28,PRD0900684,CL00043,DEP00011,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,1.9,PRD0900776,CL00076,DEP00022,G00007,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080619,5,13,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,1.49,PRD0901007,CL00073,DEP00021,G00007,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,1.54,PRD0901015,CL00201,DEP00067,G00021,D00005,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,20,1,8.67,PRD0901335,CL00058,DEP00016,G00006,D00002,CUST0000202837,UM,OA,994111500299696,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,0.55,PRD0901340,CL00134,DEP00047,G00013,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,0.82,PRD0901505,CL00014,DEP00004,G00003,D00001,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,0.28,PRD0902077,CL00132,DEP00047,G00013,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,7.72,PRD0902119,CL00229,DEP00081,G00027,D00008,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.03,PRD0902479,CL00144,DEP00051,G00015,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.24,PRD0902540,CL00044,DEP00011,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.14,PRD0902830,CL00046,DEP00012,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080616,2,12,1,1.56,PRD0902898,CL00037,DEP00010,G00004,D00002,CUST0000307323,MM,OA,994111500367293,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,3.79,PRD0902956,CL00235,DEP00083,G00028,D00008,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,0.75,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,1,0.44,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,0.44,PRD0903215,CL00037,DEP00010,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080621,7,16,3,1.2,PRD0903451,CL00116,DEP00042,G00011,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.64,PRD0903611,CL00074,DEP00021,G00007,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.76,PRD0903632,CL00036,DEP00009,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.87,PRD0903677,CL00151,DEP00052,G00015,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.73,PRD0903685,CL00152,DEP00052,G00015,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.81,PRD0903983,CL00017,DEP00005,G00003,D00001,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.16,PRD0904245,CL00065,DEP00019,G00007,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,3,4.62,PRD0904358,CL00063,DEP00019,G00007,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.61,PRD0904428,CL00142,DEP00050,G00014,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.07,PRD0904679,CL00017,DEP00005,G00003,D00001,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,0.98,PRD0904707,CL00126,DEP00046,G00013,D00003,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080621,7,16,1,1.49,PRD0904976,CL00040,DEP00010,G00004,D00002,,,,994111500000387,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200817,20080619,5,13,1,0.43,PRD0902509,CL00047,DEP00012,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080619,5,13,1,0.93,PRD0900580,CL00047,DEP00012,G00004,D00002,CUST0000425522,UM,YA,994111500444448,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200817,20080619,5,16,1,0.97,PRD0900099,CL00007,DEP00003,G00002,D00001,CUST0000495595,LA,PE,994111500489764,L,LA,Top Up,Fresh,STORE00002,LS,W01
200817,20080620,6,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000353957,LA,PE,994111500398107,M,MM,Top Up,Fresh,STORE00002,LS,W01
200817,20080618,4,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,994111500632482,L,LA,Top Up,Fresh,STORE00002,LS,W01
200817,20080619,5,08,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,994111500632483,L,LA,Top Up,Fresh,STORE00002,LS,W01
200817,20080621,7,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,994111500632484,L,MM,Top Up,Grocery,STORE00002,LS,W01
200817,20080617,3,13,1,0.17,PRD0900167,CL00130,DEP00047,G00013,D00003,CUST0000089820,LA,OT,994111500225938,L,MM,Top Up,Mixed,STORE00002,LS,W01
200817,20080617,3,13,1,1.05,PRD0900239,CL00023,DEP00008,G00004,D00002,CUST0000089820,LA,OT,994111500225938,L,MM,Top Up,Mixed,STORE00002,LS,W01
200817,20080619,5,15,1,0.61,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000495595,LA,PE,994111500489763,L,LA,Top Up,Mixed,STORE00002,LS,W01
200817,20080619,5,16,1,0.79,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000495595,LA,PE,994111500489764,L,LA,Top Up,Fresh,STORE00002,LS,W01
200817,20080617,3,13,1,0.49,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000089820,LA,OT,994111500225938,L,MM,Top Up,Mixed,STORE00002,LS,W01
200817,20080619,5,08,1,1.1,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000715467,MM,OT,994111500632483,L,LA,Top Up,Fresh,STORE00002,LS,W01
200817,20080619,5,15,1,1.56,PRD0900547,CL00076,DEP00022,G00007,D00002,CUST0000495595,LA,PE,994111500489763,L,LA,Top Up,Mixed,STORE00002,LS,W01
