SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200722,20070723,2,18,1,3.07,PRD0900135,CL00201,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,1.19,PRD0900173,CL00045,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.8,PRD0900385,CL00036,DEP00009,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.94,PRD0900471,CL00152,DEP00052,G00015,D00003,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.7,PRD0900596,CL00199,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.35,PRD0900679,CL00041,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.76,PRD0900983,CL00140,DEP00049,G00014,D00003,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.8,PRD0901084,CL00039,DEP00010,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,2.3,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.57,PRD0901878,CL00043,DEP00011,G00004,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070729,1,18,1,0.36,PRD0902318,CL00164,DEP00055,G00016,D00003,CUST0000969123,MM,OF,994106800799946,S,MM,Small Shop,Grocery,STORE00001,LS,E02
200722,20070723,2,18,1,1.81,PRD0903081,CL00104,DEP00036,G00010,D00003,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.35,PRD0904142,CL00068,DEP00019,G00007,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,0.45,PRD0904396,CL00111,DEP00039,G00010,D00003,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,1.21,PRD0904409,CL00073,DEP00021,G00007,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,4,3.96,PRD0904550,CL00103,DEP00035,G00010,D00003,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,3.01,PRD0904709,CL00198,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,18,1,1.84,PRD0902185,CL00077,DEP00022,G00007,D00002,CUST0000410727,UM,OT,994106800439038,L,UM,Top Up,Mixed,STORE00001,LS,E02
