SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200728,20070907,6,15,1,3.07,PRD0900135,CL00201,DEP00067,G00021,D00005,CUST0000410727,UM,OT,994107400440980,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070907,6,15,1,0.79,PRD0900139,CL00001,DEP00001,G00001,D00001,CUST0000410727,UM,OT,994107400440980,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070904,3,17,1,0.72,PRD0900934,CL00015,DEP00004,G00003,D00001,CUST0000410727,UM,OT,994107400440979,L,MM,Top Up,Fresh,STORE00001,LS,E02
200728,20070907,6,15,3,2.43,PRD0901100,CL00070,DEP00020,G00007,D00002,CUST0000410727,UM,OT,994107400440980,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070907,6,15,1,0.71,PRD0901161,CL00048,DEP00012,G00004,D00002,CUST0000410727,UM,OT,994107400440980,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070904,3,17,1,1.3,PRD0901171,CL00047,DEP00012,G00004,D00002,CUST0000410727,UM,OT,994107400440979,L,MM,Top Up,Fresh,STORE00001,LS,E02
200728,20070909,1,21,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,,,,994107400044736,S,LA,Small Shop,Nonfood,STORE00001,LS,E02
200728,20070907,6,15,1,1.72,PRD0901376,CL00077,DEP00022,G00007,D00002,CUST0000410727,UM,OT,994107400440980,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070909,1,21,1,0.34,PRD0901407,CL00148,DEP00052,G00015,D00003,,,,994107400044736,S,LA,Small Shop,Nonfood,STORE00001,LS,E02
200728,20070907,6,16,1,0.15,PRD0901527,CL00199,DEP00067,G00021,D00005,,,,994107400084404,L,MM,Top Up,Mixed,STORE00001,LS,E02
200728,20070904,3,17,1,0.82,PRD0901753,CL00079,DEP00022,G00007,D00002,CUST0000410727,UM,OT,994107400440979,L,MM,Top Up,Fresh,STORE00001,LS,E02
200728,20070907,6,16,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,,,,994107400084404,L,MM,Top Up,Mixed,STORE00001,LS,E02
200728,20070907,6,16,1,0.76,PRD0902122,CL00128,DEP00046,G00013,D00003,,,,994107400084404,L,MM,Top Up,Mixed,STORE00001,LS,E02
