SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200731,20070924,2,11,1,1.63,PRD0900423,CL00095,DEP00029,G00008,D00002,CUST0000659646,LA,OT,994107700603382,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200731,20070924,2,11,1,3.19,PRD0900477,CL00083,DEP00023,G00007,D00002,CUST0000659646,LA,OT,994107700603382,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200731,20070929,7,21,4,4.88,PRD0900986,CL00151,DEP00052,G00015,D00003,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070929,7,21,1,2.61,PRD0901092,CL00140,DEP00049,G00014,D00003,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070929,7,21,1,1.98,PRD0901152,CL00140,DEP00049,G00014,D00003,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070924,2,11,1,0.48,PRD0901730,CL00203,DEP00068,G00022,D00005,CUST0000659646,LA,OT,994107700603382,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200731,20070930,1,20,1,0.42,PRD0902540,CL00044,DEP00011,G00004,D00002,CUST0000202837,UM,OA,994107700304622,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200731,20070927,5,16,3,4.92,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000659646,LA,OT,994107700603381,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200731,20070929,7,21,1,0.65,PRD0904004,CL00017,DEP00005,G00003,D00001,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070924,2,18,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000969123,MM,OF,994107700806020,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200731,20070929,7,21,1,2.11,PRD0904669,CL00207,DEP00069,G00022,D00005,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070929,7,21,1,0.55,PRD0904679,CL00017,DEP00005,G00003,D00001,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070929,7,21,1,1.25,PRD0904945,CL00001,DEP00001,G00001,D00001,CUST0000634693,LA,YF,994107700587015,L,LA,Top Up,Grocery,STORE00001,LS,E02
200731,20070926,4,09,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.17,PRD0900167,CL00130,DEP00047,G00013,D00003,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,12,1,0.27,PRD0900467,CL00103,DEP00035,G00010,D00003,CUST0000089820,LA,OT,994107700231529,M,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.74,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.4,PRD0900926,CL00103,DEP00035,G00010,D00003,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070929,7,17,1,0.92,PRD0900968,CL00144,DEP00051,G00015,D00003,,,,994107700001203,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070929,7,17,3,5.55,PRD0901094,CL00063,DEP00019,G00007,D00002,,,,994107700001203,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070926,4,09,4,1.08,PRD0901253,CL00164,DEP00055,G00016,D00003,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.81,PRD0901496,CL00106,DEP00037,G00010,D00003,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070929,7,17,1,1.53,PRD0901778,CL00073,DEP00021,G00007,D00002,,,,994107700001203,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070924,2,13,3,1.02,PRD0902218,CL00069,DEP00020,G00007,D00002,CUST0000089820,LA,OT,994107700231528,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070927,5,12,3,1.02,PRD0902218,CL00069,DEP00020,G00007,D00002,CUST0000089820,LA,OT,994107700231529,M,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,12,1,3.06,PRD0902456,CL00010,DEP00003,G00002,D00001,CUST0000089820,LA,OT,994107700231529,M,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070924,2,13,1,0.36,PRD0902647,CL00218,DEP00073,G00023,D00005,CUST0000089820,LA,OT,994107700231528,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,0.94,PRD0902724,CL00155,DEP00053,G00016,D00003,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.94,PRD0902808,CL00045,DEP00011,G00004,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,0.94,PRD0902808,CL00045,DEP00011,G00004,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,1.23,PRD0902890,CL00096,DEP00030,G00008,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,12,1,0.88,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000089820,LA,OT,994107700231529,M,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070927,5,20,1,0.77,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,0.82,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070924,2,13,1,1.22,PRD0903246,CL00042,DEP00011,G00004,D00002,CUST0000089820,LA,OT,994107700231528,M,MM,Small Shop,Fresh,STORE00002,LS,W01
200731,20070927,5,20,3,3.66,PRD0903246,CL00042,DEP00011,G00004,D00002,CUST0000089820,LA,OT,994107700231530,L,MM,Top Up,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,0.91,PRD0903269,CL00064,DEP00019,G00007,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,1.39,PRD0903518,CL00069,DEP00020,G00007,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
200731,20070926,4,09,1,1.93,PRD0903867,CL00023,DEP00008,G00004,D00002,CUST0000715467,MM,OT,994107700639898,L,LA,Top Up,Fresh,STORE00002,LS,W01
